"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"44","5-1-84-19-SE",0,0,0,0,0.2101927156845,0,0,0,0,0,0,0,16.8233873326974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.749374856917,0,0,0,0,0,0,0,18.812902879522,0,0,0,0,0,0,0,0,0,0,0,0,0,18.812902879511,0,0,0,0,0,0,0,0.578862794897,0,0
"45","5-1-84-19-SW",0,0,0,0,20.54818278338,0,1.53776502591,0,0,0,0,0,19.92393930733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6367098877309,0,0,0,0,0,0,0,17.7215985288263,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2593635547527,0,0,0.0877618454694,0,0,0,0,0.3624153869401,0,0.0799889318999
"46","5-1-84-2-NE",0,0,0,37.156993194317,5.139664932205,0,0,0,0,2.4220274344,0,0,1.310219710811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.243734148744,0,0,0,0,0,0,0,1.331283810352,0,0,0,0,0,0,0,0,0,0,0,0,0,3.753311244767,0,0,0,0,0,0,0,0,0,0
"47","5-1-84-2-NW",0,0,0,0.3337023192581,27.947037126288,0,0,0,0,2.06059526532,0,0.9817214940218,16.6859457424031,0,0,0,0,0,0,0,0,0,0,0,3.65482509706,0,0,0,0,0,0,0,0,0,3.005957457607,0,0,0,0,0,0,0,4.428878133118,0,0,0,0,1.699159675444,0,0,0,0,0,0,0,0,6.489473398462,0,0,0,0,0,0,0,0.3739573240127,0,0
"48","5-1-84-2-SE",0,0,0,30.251340329269,11.75917868344,0,0,0,0,7.82419461876,0,0,2.51850150889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9045200916477,0,0,0,0,0,0,0,2.41452235564,0,0,0,0,0,0,0,0,0,0,0,0,0,10.23871697439,0,0,0,0,0,0,0,0.70120623308426,0,0
"49","5-1-84-2-SW",0,0,0,6.4796637001447,8.7953693037694,0,0,0,0,21.210181422278,0,0,0.842926260544225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.234856371297,0,0,0,0,0,0,0,3.641326383428,0,0,0,0,16.5413484578753,0,0,0,0,0,0,0,0,24.8515078057022,0,0,0,0,0,0,0,0.3732654763678,0,0.0539949811672141
"50","5-1-84-20-NE",0,0,7.43288051156,21.333034214831,2.023556159992,0,0,0,0,0,0.00651641272061,0,9.68193231714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.87583525726,8.30698608217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651641272049,0,0,0,0,0,0,0,0.346346097431994,0,0
"51","5-1-84-20-NW",0,0,1.764816801978,8.19172949568977,5.92583817430301,0,0,0,0,0,0,0,2.372467766493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.646940290772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251700872243,0,0.00249166459062927
"52","5-1-84-20-SE",0,0,4.7572099389,18.347067299065,0.730472192169,0,0,0,0,0,0,0,6.68510825214888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.006317376047,0,0,0,6.88636580988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88636580988,0,0,0,0,0,0,0,0.0928939927444,0,0
"53","5-1-84-20-SW",0,0,2.0480317020054,8.64427245849,0.861674815572,0,0,0,0,4.58829978415,0,0,0.4150243843798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58829978414,0,0,0,0,0,0,0,0.228316198297,0,0
